arrest_year,arrest_date,arrest_hour,age,race,sex,arrest_category,description,offense_location_district,PSA
2020,1/15/2020,21,23,BLACK,MALE,Weapon Violations,Possession Of Unregistered Ammunition,4D,407
2020,12/25/2020,2,56,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,5D,503
2020,7/3/2020,19,24,BLACK,MALE,Property Crimes,Unauthorized Use Of A Vehicle,5D,507
2020,3/4/2020,9,31,BLACK,FEMALE,Traffic Violations,Counterfeit Tags,6D,604
2020,10/11/2020,17,42,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,5D,507
2020,1/24/2020,3,23,WHITE,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,5D,504
2020,12/16/2020,19,45,WHITE,MALE,Simple Assault,Simple Assault,3D,302
2020,9/16/2020,20,37,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,7D,703
2020,9/10/2020,0,30,BLACK,FEMALE,Weapon Violations,Possess Prohibited Weapon,7D,708
2020,3/19/2020,12,60,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),1D,102
2020,2/14/2020,13,27,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,1D,101
2020,3/4/2020,18,30,BLACK,FEMALE,Traffic Violations,No Permit,6D,601
2020,5/17/2020,23,30,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,6D,607
2020,5/6/2020,16,24,BLACK,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,7D,702
2020,8/17/2020,23,20,BLACK,MALE,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,6D,607
2020,1/14/2020,1,31,BLACK,MALE,Traffic Violations,No Permit,6D,602
2020,3/17/2020,8,47,BLACK,MALE,Traffic Violations,Counterfeit Tags,6D,608
2020,6/5/2020,17,30,BLACK,MALE,Release Violations/Fugitive,Federal Warrant,2D,209
2020,1/15/2020,23,27,BLACK,MALE,Prostitution,Sexual Solicitation,6D,602
2020,10/13/2020,23,37,BLACK,FEMALE,Other Crimes,Unlawful Entry,7D,708
2020,8/23/2020,14,41,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,2D,209
2020,5/29/2020,11,35,BLACK,MALE,Sex Abuse,Assault W/intent To Commit First Degree Sexual Abuse (force) (rape),6D,604
2020,2/28/2020,19,37,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,1D,102
2020,3/22/2020,11,56,BLACK,MALE,Driving/Boating While Intoxicated,Driving While Intoxicated -2nd Off,6D,602
2020,12/29/2020,23,25,BLACK,FEMALE,Simple Assault,Simple Assault,4D,404
2020,11/19/2020,19,19,BLACK,MALE,Simple Assault,Simple Assault,3D,306
2020,3/8/2020,18,31,BLACK,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,6D,608
2020,10/24/2020,1,26,BLACK,MALE,Simple Assault,Simple Assault,3D,301
2020,8/22/2020,18,24,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,5D,506
2020,12/23/2020,8,43,BLACK,MALE,Simple Assault,Simple Assault,2D,202
2020,9/25/2020,13,29,BLACK,MALE,Other Crimes,Unlawful Entry,1D,106
2020,7/30/2020,17,20,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,1D,101
2020,1/26/2020,20,59,BLACK,MALE,Release Violations/Fugitive,Bail Reform Act -misd,3D,307
2020,1/2/2020,18,20,BLACK,FEMALE,Simple Assault,Simple Assault,6D,604
2020,12/22/2020,20,28,BLACK,FEMALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),7D,706
2020,2/2/2020,14,41,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,3D,305
2020,2/28/2020,22,62,BLACK,MALE,Release Violations/Fugitive,Contempt - Misdemeanor,4D,404
2020,5/27/2020,1,26,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,3D,303
2020,1/27/2020,17,60,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,1D,106
2020,1/13/2020,1,55,BLACK,MALE,Weapon Violations,Carrying a licensed pistol in a prohibited manner,2D,207
2020,3/28/2020,18,22,BLACK,MALE,Weapon Violations,Possession Of Unregistered Ammunition,4D,406
2020,1/18/2020,17,41,WHITE,MALE,Release Violations/Fugitive,Failure To Appear (USAO),1D,101
2020,4/24/2020,7,57,WHITE,MALE,Theft,Theft Second Degree (all Other Larceny),5D,505
2020,10/23/2020,23,40,BLACK,MALE,Sex Offenses,Sex Abuse- Misd,1D,103
2020,1/12/2020,2,31,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,5D,503
2020,9/29/2020,17,26,BLACK,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,7D,705
2020,6/7/2020,17,28,BLACK,FEMALE,Simple Assault,Simple Assault,3D,303
2020,2/11/2020,21,18,BLACK,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),1D,105
2020,2/21/2020,17,44,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -felony,7D,701
2020,9/20/2020,1,35,BLACK,MALE,Other Crimes,Unlawful Entry,5D,502
2020,6/10/2020,23,20,BLACK,MALE,Other Crimes,Unlawful Entry,1D,105
2020,7/13/2020,9,30,BLACK,MALE,Property Crimes,Unlawful Entry Of A Motor Vehicle,3D,304
2020,12/17/2020,19,33,BLACK,MALE,Other Crimes,Unlawful Entry,4D,409
2020,6/20/2020,8,34,BLACK,FEMALE,Simple Assault,Simple Assault,6D,604
2020,2/7/2020,8,28,BLACK,MALE,Other Crimes,"Violation Of Cpo - Fail To Appear To Hearing, Evidence, Protection Order",7D,703
2020,12/30/2020,15,41,BLACK,FEMALE,Narcotics,Poss Of A Controlled Substance -misd,5D,507
2020,10/15/2020,22,20,BLACK,MALE,Weapon Violations,Unlawful Possession Of A Firearm,7D,704
2020,6/12/2020,16,28,BLACK,MALE,Property Crimes,Unauthorized Use Of A Vehicle,6D,602
2020,3/6/2020,8,39,BLACK,MALE,Weapon Violations,Possess Prohibited Weapon,4D,409
2020,6/16/2020,15,43,BLACK,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,2D,204
2020,8/14/2020,0,31,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,7D,708
2020,1/24/2020,17,59,BLACK,FEMALE,Simple Assault,Simple Assault,6D,604
2020,4/9/2020,16,24,BLACK,MALE,Simple Assault,Simple Assault,4D,401
2020,7/2/2020,19,25,BLACK,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,2D,207
2020,7/25/2020,1,57,BLACK,MALE,Simple Assault,Simple Assault,5D,506
2020,10/13/2020,10,31,BLACK,MALE,Traffic Violations,No Permit,6D,608
2020,4/22/2020,11,27,BLACK,MALE,Traffic Violations,No Permit,6D,605
2020,6/30/2020,15,47,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,7D,708
2020,11/28/2020,17,29,BLACK,FEMALE,Simple Assault,Simple Assault,6D,601
2020,10/22/2020,21,21,BLACK,MALE,Other Crimes,Unlawful Entry,7D,706
2020,11/4/2020,4,19,BLACK,MALE,Simple Assault,Simple Assault,7D,706
2020,7/26/2020,20,60,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,4D,409
2020,8/19/2020,21,33,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,7D,707
2020,2/1/2020,7,48,BLACK,FEMALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,6D,602
2020,11/23/2020,17,38,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),1D,107
2020,4/15/2020,9,28,BLACK,FEMALE,Damage to Property,Destruction Of Property Less Than $1000,7D,702
2020,6/20/2020,19,47,BLACK,MALE,Simple Assault,Simple Assault,7D,703
2020,3/17/2020,10,22,BLACK,MALE,Release Violations/Fugitive,Tampering Of Gps Device,1D,102
2020,6/14/2020,19,22,UNKNOWN,MALE,Simple Assault,Simple Assault,4D,403
2020,2/17/2020,11,32,BLACK,FEMALE,Fraud and Financial Crimes,Fraudulent Registration,3D,308
2020,1/28/2020,7,61,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,4D,406
2020,5/28/2020,7,23,BLACK,MALE,Release Violations/Fugitive,Tampering Of Gps Device,1D,102
2020,2/18/2020,3,29,BLACK,MALE,Traffic Violations,No Permit,6D,605
2020,9/8/2020,15,63,BLACK,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,6D,604
2020,11/17/2020,14,31,BLACK,MALE,Release Violations/Fugitive,Contempt - Misdemeanor,5D,507
2020,2/5/2020,17,47,BLACK,MALE,Liquor Law Violations,Possession Of Open Container Of Alcohol - Vehicle,5D,507
2020,12/28/2020,11,21,BLACK,MALE,Weapon Violations,Possession Of A Large Capacity Ammunition Feeding Device (and),7D,707
2020,6/21/2020,8,24,BLACK,MALE,Simple Assault,Simple Assault,3D,303
2020,6/17/2020,16,29,BLACK,MALE,Other Crimes,Unlawful Entry,3D,301
2020,7/8/2020,3,25,BLACK,MALE,Simple Assault,Simple Assault,5D,507
2020,3/15/2020,2,24,WHITE,FEMALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,5D,504
2020,3/5/2020,7,60,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,5D,502
2020,2/16/2020,23,30,BLACK,MALE,Theft from Auto,Theft (theft From Motor Vehicle),2D,208
2020,5/9/2020,3,56,BLACK,FEMALE,Traffic Violations,No Permit,5D,507
2020,7/25/2020,16,28,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,7D,703
2020,2/12/2020,23,25,BLACK,MALE,Prostitution,Sexual Solicitation,6D,607
2020,7/27/2020,11,65,BLACK,MALE,Other Crimes,Unlawful Entry,6D,601
2020,1/16/2020,22,27,BLACK,FEMALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",1D,102
2020,10/1/2020,0,51,BLACK,MALE,Release Violations/Fugitive,Federal Warrant,6D,608
2020,6/4/2020,8,26,BLACK,MALE,Burglary,Burglary One,6D,603
2020,3/16/2020,20,51,BLACK,MALE,Simple Assault,Simple Assault,6D,603
2020,5/28/2020,5,34,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,6D,602
2020,4/12/2020,19,35,BLACK,MALE,Weapon Violations,Felon In Possession,6D,603
2020,9/8/2020,10,41,BLACK,FEMALE,Damage to Property,Destruction Of Property Less Than $1000,4D,402
2020,11/19/2020,3,27,WHITE,MALE,Simple Assault,Simple Assault,4D,406
2020,2/21/2020,0,40,BLACK,MALE,Prostitution,Sexual Solicitation,5D,506
2020,4/8/2020,13,33,BLACK,FEMALE,Other Crimes,Unlawful Entry,7D,702
2020,8/27/2020,0,25,WHITE,MALE,Simple Assault,Threats To Do Bodily Harm -misd,2D,207
2020,9/4/2020,15,41,UNKNOWN,MALE,Weapon Violations,Carry Pistol W/o Lic (misd),7D,703
2020,9/27/2020,21,25,UNKNOWN,MALE,Other Crimes,Unlawful Entry,6D,606
2020,4/21/2020,14,23,BLACK,FEMALE,Damage to Property,Destruction Of Property Less Than $1000,6D,607
2020,12/9/2020,10,44,BLACK,MALE,Traffic Violations,Counterfeit Tags,6D,602
2020,4/18/2020,1,32,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,1D,104
2020,8/14/2020,1,20,ASIAN,MALE,Disorderly Conduct,Riot Act -felony,3D,301
2020,3/1/2020,19,45,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,7D,706
2020,10/1/2020,3,49,BLACK,MALE,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,6D,603
2020,1/7/2020,9,25,BLACK,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,6D,603
2020,3/31/2020,21,28,BLACK,MALE,Traffic Violations,No Permit,1D,102
2020,2/24/2020,16,33,WHITE,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,4D,405
2020,1/2/2020,8,36,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (OAG),1D,102
2020,7/11/2020,17,28,BLACK,FEMALE,Simple Assault,Simple Assault,7D,705
2020,12/14/2020,21,32,BLACK,FEMALE,Damage to Property,Destruction Of Property Less Than $1000,2D,203
2020,1/30/2020,22,49,BLACK,FEMALE,Other Crimes,Unlawful Entry,5D,506
2020,4/18/2020,12,22,BLACK,MALE,Simple Assault,Simple Assault,2D,203
2020,7/11/2020,22,52,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,7D,708
2020,1/17/2020,16,42,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -felony,7D,706
2020,11/20/2020,22,59,BLACK,MALE,Aggravated Assault,Aggravated Assault,5D,504
2020,5/7/2020,6,28,BLACK,MALE,Simple Assault,Simple Assault,7D,706
2020,10/22/2020,10,37,BLACK,MALE,Motor Vehicle Theft,Theft First Degree (Stolen Auto),1D,106
2020,3/18/2020,16,40,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,6D,602
2020,5/26/2020,21,25,BLACK,MALE,Motor Vehicle Theft,Theft First Degree (Stolen Auto),1D,106
2020,5/14/2020,15,35,BLACK,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,5D,503
2020,9/3/2020,8,25,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,6D,606
2020,11/15/2020,18,18,BLACK,MALE,Simple Assault,Simple Assault,5D,506
2020,9/15/2020,10,30,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),6D,608
2020,3/12/2020,11,46,BLACK,FEMALE,Release Violations/Fugitive,Bench Warrant,5D,506
2020,3/22/2020,17,39,BLACK,MALE,Simple Assault,Simple Assault,6D,607
2020,1/25/2020,12,45,BLACK,MALE,Simple Assault,Simple Assault,3D,301
2020,3/11/2020,8,29,BLACK,MALE,Release Violations/Fugitive,Tampering Of Gps Device,3D,301
2020,11/10/2020,9,38,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),1D,102
2020,11/17/2020,9,55,BLACK,MALE,Other Crimes,"Violation Of Cpo - Fail To Appear To Hearing, Evidence, Protection Order",6D,602
2020,8/2/2020,17,38,WHITE,FEMALE,Aggravated Assault,Assault With Significant Bodily Injury,6D,607
2020,9/12/2020,4,37,BLACK,MALE,Property Crimes,"Vandalizing, Damaging, Destroying, Taking Property Of A Government Official (destruction/damage/vandalism Of Property)",3D,308
2020,9/13/2020,16,23,BLACK,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,7D,708
2020,5/31/2020,2,19,BLACK,MALE,Disorderly Conduct,Riot Act -felony,2D,209
2020,2/24/2020,20,36,WHITE,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),1D,101
2020,5/5/2020,10,18,BLACK,MALE,Other Crimes,Unlawful Entry,4D,406
2020,7/17/2020,19,24,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),1D,101
2020,6/16/2020,4,30,BLACK,MALE,Simple Assault,Simple Assault,4D,407
2020,6/7/2020,18,20,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),3D,305
2020,3/1/2020,16,37,BLACK,MALE,Simple Assault,Simple Assault,5D,506
2020,5/18/2020,18,21,BLACK,MALE,Simple Assault,Simple Assault,7D,704
2020,1/22/2020,11,25,BLACK,MALE,Weapon Violations,Felon In Possession,7D,706
2020,9/20/2020,22,49,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,2D,208
2020,9/17/2020,7,62,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),1D,102
2020,3/12/2020,18,45,WHITE,MALE,Traffic Violations,Allow Operation W/improper Tags,4D,402
2020,2/1/2020,18,30,BLACK,FEMALE,Simple Assault,Simple Assault,5D,505
2020,2/20/2020,15,30,BLACK,FEMALE,Narcotics,Poss W/i To Dist Marijuana-fel,2D,204
2020,5/18/2020,6,40,BLACK,MALE,Weapon Violations,Carry Dangerous Weapon- Felony,6D,605
2020,1/4/2020,11,18,BLACK,MALE,Narcotics,Distribution Of Marijuana-misd,6D,606
2020,3/8/2020,12,58,BLACK,FEMALE,Other Crimes,Unlawful Entry,4D,406
2020,12/21/2020,11,39,BLACK,FEMALE,Narcotics,Distribution Of A Controlled Substance,6D,602
2020,7/22/2020,6,21,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,5D,505
2020,11/27/2020,22,45,BLACK,MALE,Traffic Violations,Permit Suspended-oas,3D,307
2020,3/12/2020,16,59,BLACK,MALE,Fraud and Financial Crimes,Credit Card Fraud-fel,1D,103
2020,11/27/2020,23,48,BLACK,MALE,Simple Assault,Simple Assault,5D,506
2020,11/17/2020,22,36,BLACK,MALE,Simple Assault,Simple Assault,4D,405
2020,11/5/2020,11,38,BLACK,FEMALE,Traffic Violations,Permit Revoked-oar,6D,603
2020,11/17/2020,11,34,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,6D,607
2020,6/29/2020,23,38,BLACK,MALE,Simple Assault,Simple Assault,7D,704
2020,7/13/2020,16,26,BLACK,FEMALE,Simple Assault,Simple Assault,2D,203
2020,11/10/2020,1,55,BLACK,MALE,Simple Assault,Simple Assault,3D,303
2020,9/3/2020,7,36,BLACK,MALE,Simple Assault,Threats To Kidnap/injure A Person/damage Property,4D,404
2020,10/20/2020,9,32,BLACK,FEMALE,Robbery,Robbery,2D,204
2020,12/25/2020,16,27,BLACK,MALE,Simple Assault,Simple Assault,6D,604
2020,1/29/2020,11,29,BLACK,FEMALE,Simple Assault,Simple Assault,4D,405
2020,6/17/2020,13,31,BLACK,MALE,Release Violations/Fugitive,Tampering Of Gps Device,7D,701
2020,10/15/2020,12,68,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),5D,501
2020,12/12/2020,21,29,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,2D,209
2020,4/30/2020,22,21,BLACK,MALE,Burglary,Burglary One,5D,506
2020,10/2/2020,8,56,BLACK,FEMALE,Property Crimes,Receiving Stolen Property,5D,507
2020,1/18/2020,12,60,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,4D,405
2020,10/13/2020,0,45,WHITE,MALE,Simple Assault,Simple Assault,4D,403
2020,8/8/2020,18,26,BLACK,MALE,Simple Assault,Simple Assault,7D,706
2020,9/28/2020,5,50,BLACK,FEMALE,Simple Assault,Simple Assault,6D,607
2020,1/26/2020,23,54,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,7D,708
2020,1/15/2020,14,21,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,7D,703
2020,12/6/2020,0,34,BLACK,MALE,Other Crimes,Unlawful Entry,1D,102
2020,1/13/2020,22,51,BLACK,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,7D,705
2020,8/31/2020,15,22,BLACK,FEMALE,Property Crimes,Unauthorized Use Of A Vehicle,5D,505
2020,1/1/2020,1,47,BLACK,MALE,Other Crimes,Obstructing Preventing Interfg W/reports/reqsts For Assist Frm Law Enforce Med Prov Child Wlfr Agncy,7D,707
2020,1/14/2020,2,40,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,3D,302
2020,10/6/2020,14,35,BLACK,FEMALE,Simple Assault,Simple Assault,4D,403
2020,7/12/2020,11,19,UNKNOWN,FEMALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,2D,201
2020,3/26/2020,19,22,BLACK,FEMALE,Simple Assault,Threats To Do Bodily Harm -misd,7D,706
2020,7/18/2020,16,50,BLACK,MALE,Other Crimes,Unlawful Entry,1D,106
2020,10/24/2020,15,30,BLACK,FEMALE,Simple Assault,Simple Assault,2D,203
2020,4/11/2020,0,19,BLACK,MALE,Robbery,Robbery,1D,104
2020,3/16/2020,14,32,BLACK,FEMALE,Simple Assault,Simple Assault,7D,706
2020,5/9/2020,0,25,BLACK,FEMALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,6D,604
2020,9/23/2020,16,31,BLACK,MALE,Simple Assault,Simple Assault,7D,702
2020,3/2/2020,11,18,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,6D,604
2020,2/15/2020,23,29,BLACK,MALE,Traffic Violations,Counterfeit Tags,7D,708
2020,10/11/2020,23,60,BLACK,MALE,Burglary,Burglary Two,1D,107
2020,10/17/2020,21,43,BLACK,MALE,Release Violations/Fugitive,Tampering Of Gps Device,1D,104
2020,10/12/2020,5,22,BLACK,MALE,Property Crimes,Unauthorized Use Of A Vehicle,2D,203
2020,3/13/2020,17,42,BLACK,MALE,Weapon Violations,Felon In Possession,5D,507
2020,2/9/2020,17,51,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,4D,402
2020,7/24/2020,23,27,BLACK,MALE,Weapon Violations,Felon In Possession,3D,308
2020,5/31/2020,17,42,BLACK,FEMALE,Narcotics,Poss W/i To Dist A Controlled Substance,7D,705
2020,5/15/2020,18,52,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),3D,302
2020,9/20/2020,16,28,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,7D,707
2020,3/8/2020,6,40,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,5D,507
2020,2/24/2020,8,33,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,6D,604
2020,12/19/2020,16,29,BLACK,MALE,Traffic Violations,No Permit,1D,102
2020,12/14/2020,11,29,WHITE,MALE,Vending Violations,Vending - Vending Without A License,5D,502
2020,1/19/2020,22,34,BLACK,MALE,Simple Assault,Simple Assault,6D,604
2020,8/12/2020,21,20,BLACK,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,4D,401
2020,1/8/2020,23,38,BLACK,MALE,Prostitution,Sexual Solicitation,5D,506
2020,5/23/2020,0,25,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,1D,104
2020,1/12/2020,0,31,WHITE,MALE,Prostitution,Sexual Solicitation,3D,307
2020,4/3/2020,9,35,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,6D,603
2020,6/3/2020,2,55,BLACK,FEMALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,5D,506
2020,1/13/2020,17,42,BLACK,MALE,Simple Assault,Simple Assault,4D,406
2020,8/31/2020,23,25,BLACK,MALE,Homicide,Murder I,7D,701
2020,12/12/2020,23,43,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,7D,702
2020,10/2/2020,12,41,BLACK,FEMALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,7D,704
2020,3/12/2020,12,64,WHITE,MALE,Simple Assault,Threats To Do Bodily Harm -misd,2D,203
2020,12/30/2020,2,59,BLACK,MALE,Simple Assault,Simple Assault,5D,506
2020,12/7/2020,21,27,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,3D,305
2020,3/21/2020,14,20,BLACK,FEMALE,Damage to Property,Destruction Of Property Less Than $1000,7D,707
2020,3/26/2020,20,35,WHITE,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,7D,702
2020,11/1/2020,2,42,BLACK,MALE,Simple Assault,Simple Assault,5D,507
2020,2/29/2020,0,22,BLACK,MALE,Other Crimes,Unlawful Entry,4D,406
2020,1/13/2020,19,23,BLACK,MALE,Other Crimes,Unlawful Entry,5D,506
2020,1/24/2020,19,39,BLACK,MALE,Property Crimes,Receiving Stolen Property,5D,503
2020,2/11/2020,15,27,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,1D,102
2020,11/5/2020,2,28,BLACK,MALE,Traffic Violations,No Permit,6D,603
2020,5/28/2020,9,28,BLACK,MALE,Simple Assault,Simple Assault,1D,107
2020,2/12/2020,9,28,BLACK,FEMALE,Fraud and Financial Crimes,Bank Fraud,Unk,NA
2020,1/24/2020,20,33,BLACK,MALE,Traffic Violations,No Permit,2D,204
2020,1/14/2020,7,26,BLACK,FEMALE,Release Violations/Fugitive,Fugitive From Justice,7D,703
2020,1/9/2020,18,41,BLACK,MALE,Other Crimes,Unlawful Entry,3D,302
2020,10/25/2020,21,54,BLACK,MALE,Simple Assault,Simple Assault,7D,706
2020,10/14/2020,18,31,BLACK,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,3D,306
2020,2/29/2020,1,30,BLACK,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),3D,301
2020,5/23/2020,19,44,BLACK,MALE,Simple Assault,Simple Assault,7D,706
2020,2/8/2020,20,45,WHITE,MALE,Offenses Against Family & Children,"Lewd, Indecent, Or Obscene Acts (all Other Offenses)",4D,401
